km_driven,seats,mileage,engine,max_power,nm,selling_price,fuel
140000,7.0,11.57,2179,138.1,320.0,229999,0
83000,5.0,13.8,1299,70.0,104.93,110000,1
106000,5.0,16.96,1968,138.1,320.0,550000,0
60000,5.0,15.26,1150,74.9,110.0,150000,1
40000,8.0,16.8,796,34.2,59.0,265000,1
138000,5.0,17.0,1197,80.0,111.8,300000,1
80000,5.0,22.74,796,47.3,69.0,280000,1
50000,5.0,15.3,1341,83.0,115.0,130000,1
50000,5.0,18.2,1199,82.4,108.5,350000,1
120000,5.0,18.5,1197,85.8,114.0,200000,1
24400,5.0,22.0,1197,81.8,113.0,550000,1
60000,7.0,15.96,2523,62.1,195.0,400000,0
120000,5.0,18.5,1197,85.8,114.0,170000,1
60000,5.0,24.8,1396,88.7,219.7,600000,0
100000,5.0,19.7,796,46.3,62.0,130000,1
120000,4.0,16.1,796,37.0,59.0,100000,1
27500,5.0,25.17,799,53.3,72.0,310000,1
10000,4.0,16.1,796,37.0,59.0,35000,1
120000,5.0,18.5,1197,80.0,111.8,200000,1
80000,5.0,22.54,1396,88.73,219.7,650000,0
120000,5.0,15.64,1193,64.1,100.0,210000,1
90000,5.0,24.4,1120,71.01,180.4,509999,0
70000,5.0,20.0,1399,68.1,160.0,229999,0
188000,5.0,19.01,1461,108.45,248.0,409999,0
67840,5.0,18.0,995,62.0,90.3,130000,1
30000,4.0,25.4,624,37.48,51.0,95000,1
35000,5.0,22.74,796,47.3,69.0,225000,1
100000,5.0,24.3,1248,88.5,200.0,775000,0
30000,5.0,20.51,998,67.04,90.0,420000,1
70000,5.0,18.9,1197,82.0,114.0,480000,1
15000,5.0,16.2,1199,74.0,110.0,600000,1
140000,5.0,13.8,1399,68.0,160.0,140000,0
120000,8.0,19.7,796,35.0,59.82,130000,1
112880,5.0,25.2,1248,74.0,190.0,195000,0
135000,5.0,19.4,1405,70.0,135.4,210000,0
80000,5.0,18.9,998,67.1,90.0,130000,1
128000,5.0,18.6,1199,79.4,108.0,141000,1
120000,7.0,13.6,2523,63.0,180.0,280000,0
30000,5.0,12.6,1586,103.2,145.0,350000,1
70000,5.0,17.0,1198,108.5,170.0,575000,1
41000,5.0,18.6,1197,81.83,114.7,550000,1
30000,5.0,19.7,796,46.3,62.0,120000,1
30000,5.0,23.95,998,67.05,90.0,320000,1
35000,5.0,16.36,1495,93.7,124.6,250000,1
22000,5.0,15.0,1586,104.68,145.0,300000,1
70000,5.0,18.9,998,67.1,90.0,250000,1
70000,7.0,16.5,1493,70.0,195.0,750000,0
200000,8.0,10.5,2179,120.0,290.0,151000,0
120000,7.0,13.93,2179,138.03,320.0,300000,0
3000,5.0,20.89,1197,81.8,113.0,577000,1
50000,5.0,20.92,998,67.1,90.0,229999,1
50000,7.0,15.96,2523,62.1,195.0,500000,0
1500,5.0,18.2,1199,88.7,110.0,840000,1
74000,5.0,22.27,1498,108.6,250.0,900000,0
25000,5.0,18.7,1199,88.7,110.0,650000,1
61915,5.0,27.3,1498,98.6,200.0,650000,0
110000,5.0,21.1,814,55.2,74.5,250000,1
70000,5.0,20.14,1498,88.0,230.0,550000,0
150000,5.0,17.8,1248,75.0,190.0,250000,0
110000,7.0,17.21,1493,100.0,240.0,350000,0
90000,5.0,25.44,936,56.3,142.5,185000,0
120000,5.0,15.6,1196,70.0,102.0,229999,1
65000,8.0,12.99,2494,100.6,200.0,1000000,0
10000,5.0,20.52,1197,81.8,113.0,490000,1
80000,5.0,20.36,1197,78.9,111.8,150000,1
184000,7.0,20.77,1248,88.76,200.0,600000,0
70000,5.0,17.3,993,60.0,78.0,60000,1
89000,5.0,15.6,1586,104.68,145.0,150000,1
33033,5.0,19.4,1198,86.8,109.0,335000,1
69000,5.0,22.9,1248,74.0,190.0,525000,0
63063,5.0,18.9,1197,82.0,114.0,465000,1
90000,5.0,25.0,1396,69.0,140.0,83000,0
8000,5.0,21.1,814,55.2,74.5,300000,1
35000,5.0,17.0,1197,80.0,111.8,350000,1
45000,5.0,17.0,1197,80.0,111.8,300000,1
30000,5.0,20.4,1248,91.2,209.0,250000,0
59000,4.0,16.1,796,37.0,59.0,114999,1
6200,7.0,19.34,1462,103.0,138.0,700000,1
120000,5.0,21.63,998,67.0,90.0,250000,1
70000,5.0,20.51,998,67.04,90.0,350000,1
70000,5.0,14.0,796,35.0,59.82,80000,1
110000,7.0,15.4,2523,75.0,200.0,850000,0
93000,5.0,18.0,995,62.0,90.3,90000,1
110000,10.0,13.58,2499,72.4,171.0,600000,0
57000,5.0,19.7,796,46.3,62.0,135000,1
120000,5.0,13.2,1495,94.0,122.58,150000,1
35000,5.0,23.03,1396,69.0,140.0,259000,0
90000,5.0,23.03,1396,69.0,140.0,220000,0
35000,5.0,23.03,1396,69.0,140.0,246000,0
120000,5.0,17.5,1298,85.8,114.0,240000,1
60000,5.0,22.1,1396,88.7,219.7,946000,0
70000,5.0,23.03,1396,69.0,140.0,215000,0
60000,5.0,17.3,993,60.0,78.0,50000,1
100000,5.0,25.8,1498,98.6,200.0,310000,0
35000,5.0,20.36,1197,78.9,111.7,220000,1
90000,5.0,17.8,1248,75.0,190.0,195000,0
50000,5.0,17.19,1197,81.86,114.73,650000,1
98000,5.0,18.5,1197,80.0,111.8,350000,1
30000,5.0,18.5,1197,82.85,113.7,360000,1
50000,5.0,16.3,1797,147.5,177.5,550000,1
26000,5.0,18.9,1197,82.0,114.0,490000,1
46000,5.0,19.7,796,46.3,62.0,195000,1
80000,5.0,19.7,796,46.3,62.0,125000,1
10000,5.0,23.84,1199,84.0,114.0,459999,1
16700,5.0,22.74,796,47.3,69.0,275000,1
70000,5.0,28.4,1248,74.02,190.0,680000,0
7967,5.0,20.85,1197,83.14,115.0,600000,1
20000,5.0,22.0,1197,81.8,113.0,720000,1
9656,5.0,25.17,799,53.3,72.0,356000,1
50000,5.0,19.81,1086,68.05,99.04,225000,1
17000,5.0,24.4,1498,98.63,215.0,725000,0
50000,5.0,18.0,995,62.0,90.3,130000,1
10000,5.0,25.17,799,53.3,72.0,300000,1
43000,5.0,18.5,1197,82.85,113.7,400000,1
50000,5.0,23.5,1396,88.7,219.9,550000,0
90000,5.0,18.9,998,67.0,90.0,120000,1
100000,8.0,14.0,2498,112.0,260.0,409999,0
120000,7.0,15.96,2523,62.1,195.0,450000,0
5000,5.0,21.21,1197,81.8,113.0,610000,1
68609,5.0,22.7,1498,89.84,204.0,515000,0
33360,5.0,22.77,1498,98.59,205.0,925000,0
14317,5.0,14.23,1498,104.55,142.0,860000,1
87237,5.0,20.0,1399,68.05,160.0,225000,0
62960,5.0,25.83,1498,99.0,215.0,500000,0
26634,5.0,21.21,1197,81.8,113.0,600000,1
163720,5.0,18.5,1399,68.0,160.0,195000,0
67998,5.0,18.9,998,67.1,90.0,265000,1
20706,5.0,23.8,1499,98.63,215.0,650000,0
100581,5.0,25.83,1498,99.0,215.0,415000,0
67303,5.0,20.45,1461,83.8,200.0,600000,0
79139,5.0,18.5,1197,85.8,114.0,340000,1
84784,5.0,24.0,1120,70.0,160.0,350000,0
130376,5.0,23.2,1248,73.94,190.0,265000,0
72000,7.0,13.93,2179,138.03,320.0,625000,0
127000,5.0,16.8,1493,110.0,235.36,245000,0
120000,5.0,25.2,1248,74.0,190.0,395000,0
100000,5.0,24.4,1120,71.0,180.4,490000,0
40000,7.0,24.52,1248,88.5,200.0,955000,0
110000,5.0,23.4,1248,74.0,190.0,525000,0
30000,5.0,20.3,1199,84.0,114.0,550000,1
120000,5.0,19.1,1405,70.0,135.4,200000,0
15000,5.0,18.16,1196,86.8,112.0,500000,1
33500,5.0,23.65,1248,88.5,200.0,825000,0
70000,7.0,17.21,1493,100.0,240.0,250000,0
10000,5.0,18.16,1197,78.8,104.0,600000,1
22053,7.0,16.36,2179,120.0,280.0,1325000,0
50000,7.0,18.49,1493,100.0,240.0,770000,0
78432,5.0,16.52,1991,123.7,305.0,415000,0
125000,7.0,14.66,2199,194.3,420.7,825000,0
80000,5.0,26.1,1498,99.23,215.0,530000,0
270000,8.0,12.8,2494,102.0,200.06,425000,0
50000,5.0,19.4,1198,86.8,109.0,310000,1
20000,5.0,23.84,1199,84.0,114.0,390000,1
30000,5.0,15.29,1591,121.3,151.0,700000,1
70000,5.0,19.81,1086,68.05,99.04,200000,1
7200,8.0,12.99,2494,100.6,200.0,1050000,0
97000,5.0,26.0,1498,98.6,200.0,580000,0
60000,5.0,21.1,814,55.2,74.5,200000,1
25000,5.0,18.2,1199,84.8,113.0,245000,1
94000,5.0,20.36,1197,78.9,111.8,210000,1
90000,5.0,15.4,1590,94.0,130.0,50000,1
50000,7.0,12.12,2231,184.0,424.0,700000,0
35000,5.0,22.95,1248,74.0,190.0,660000,0
117500,5.0,17.4,1497,117.3,145.0,630000,1
78500,7.0,15.1,2179,140.0,330.0,950000,0
8000,5.0,18.6,1197,81.83,114.7,740000,1
25000,5.0,18.12,1196,86.8,112.0,570000,1
60000,5.0,22.32,1582,126.32,259.8,450000,0
10000,5.0,22.5,999,67.0,91.0,390000,1
70000,5.0,14.2,1597,92.0,130.0,180000,1
60000,4.0,25.4,624,37.48,51.0,130000,1
70000,5.0,17.7,1497,78.0,124.54,270000,1
25000,4.0,16.1,796,37.0,59.0,60000,1
90000,5.0,13.9,1599,103.2,146.12,170000,1
90000,5.0,19.67,1582,126.2,259.9,978999,0
25000,5.0,23.84,1199,84.0,114.0,490000,1
60000,5.0,23.5,1498,88.7,204.0,280000,0
25000,5.0,23.84,1199,84.0,114.0,390000,1
60000,5.0,22.74,796,47.3,69.0,170000,1
70000,5.0,18.0,995,62.0,90.3,45000,1
80000,7.0,24.52,1248,88.5,200.0,640000,0
110000,9.0,15.4,2523,75.0,200.0,650000,0
115717,9.0,12.05,2179,120.0,290.0,500000,0
110000,5.0,17.7,1399,68.0,156.91,90000,0
70000,7.0,15.05,2179,147.9,320.0,480000,0
4000,5.0,21.21,1197,81.8,113.0,630000,1
50000,5.0,20.36,1197,78.9,111.8,250000,1
70000,5.0,18.9,1197,82.0,114.0,330000,1
70000,5.0,20.36,1197,78.9,111.7,180000,1
50000,5.0,18.5,1197,80.0,111.8,210000,1
55000,5.0,26.59,1248,74.0,190.0,550000,0
5000,5.0,17.0,1198,108.5,170.0,950000,1
100000,7.0,15.96,2523,62.1,195.0,430000,0
23000,5.0,20.36,1197,78.9,111.8,348000,1
60000,5.0,22.74,796,47.3,69.0,196000,1
70000,5.0,18.9,1061,67.0,84.0,150000,1
60000,5.0,18.9,1061,67.0,84.0,150000,1
100000,7.0,14.1,2179,153.86,400.0,1250000,0
90000,7.0,20.77,1248,88.76,200.0,600000,0
26432,4.0,25.4,624,37.48,51.0,65000,1
46702,8.0,16.8,796,34.2,59.0,220000,1
46706,8.0,16.8,796,34.2,59.0,220000,1
53523,5.0,16.84,1193,64.4,99.8,110000,1
56365,5.0,25.44,936,56.3,142.5,175000,0
49563,5.0,16.2,995,62.1,90.3,160000,1
56432,4.0,16.1,796,37.0,59.0,65000,1
52365,4.0,16.1,796,37.0,59.0,60000,1
53512,5.0,19.7,796,46.3,62.0,120000,1
40000,7.0,11.18,2696,184.0,402.0,1000000,0
46533,5.0,18.9,998,67.1,90.0,220000,1
58632,5.0,14.0,796,35.0,59.82,114999,1
80000,7.0,16.0,2179,140.0,330.0,850000,0
70000,7.0,24.52,1248,88.5,200.0,750000,0
90000,5.0,23.01,999,67.0,91.0,265000,1
110000,5.0,14.09,1596,99.6,146.0,450000,1
90000,7.0,17.21,1493,100.0,240.0,225000,0
70000,7.0,15.4,2179,120.0,280.0,1125000,0
80000,5.0,16.6,1197,85.0,113.0,270000,1
78000,5.0,19.7,796,46.3,62.0,130000,1
45000,7.0,16.5,1493,70.0,195.0,660000,0
50000,5.0,23.95,998,67.05,90.0,240000,1
58000,5.0,24.7,796,47.3,69.0,275000,1
120000,8.0,12.8,2494,102.0,200.06,750000,0
30000,5.0,14.7,1150,76.0,109.83,65000,1
162000,7.0,14.1,2179,147.94,320.0,850000,0
25000,5.0,18.6,1197,81.83,114.7,555000,1
60000,7.0,15.4,1997,120.0,280.0,825000,0
138000,5.0,19.3,1248,73.9,190.0,185000,0
70000,5.0,20.36,1197,78.9,111.7,180000,1
48000,5.0,19.7,796,46.3,62.0,160000,1
110000,7.0,11.4,2953,153.86,380.0,500000,0
88000,5.0,25.2,1248,74.0,190.0,375000,0
68000,7.0,12.99,2494,100.6,200.0,900000,0
70000,5.0,18.9,1197,82.0,114.0,459999,1
80000,5.0,20.45,1461,83.8,200.0,480000,0
100000,5.0,22.9,1248,74.0,190.0,320000,0
96000,5.0,22.9,1248,74.0,190.0,370000,0
30000,5.0,17.3,993,60.0,78.0,75000,1
60000,5.0,23.2,1248,73.94,190.0,400000,0
65000,5.0,25.2,1248,74.0,190.0,425000,0
48000,5.0,23.1,998,67.04,90.0,325000,1
65300,5.0,18.9,1197,82.0,114.0,350000,1
40000,5.0,18.6,1197,81.83,114.7,600000,1
60000,5.0,25.44,936,57.6,150.0,120000,0
70000,5.0,20.92,998,67.1,90.0,200000,1
70000,5.0,19.7,796,46.3,62.0,100000,1
70000,5.0,24.0,1120,70.0,160.0,350000,0
150000,5.0,19.7,796,46.3,62.0,85000,1
10000,5.0,23.95,998,67.05,90.0,399000,1
56000,5.0,22.32,1582,126.3,259.9,580000,0
30000,5.0,22.7,799,53.64,72.0,290000,1
50000,5.0,18.9,1197,82.0,114.0,380000,1
120000,5.0,20.0,1399,68.0,160.0,200000,0
27500,5.0,18.9,1197,81.86,113.75,500000,1
73000,7.0,20.77,1248,88.76,200.0,520000,0
75000,5.0,26.59,1248,74.0,190.0,650000,0
5000,5.0,23.01,999,67.0,91.0,380000,1
70000,5.0,26.59,1248,74.0,190.0,520000,0
60000,5.0,26.59,1248,74.0,190.0,610000,0
110000,5.0,18.9,998,67.1,90.0,85000,1
95000,5.0,20.46,1461,83.8,200.0,490000,0
34000,5.0,21.1,814,55.2,74.5,229999,1
25000,5.0,18.9,1197,82.0,114.0,411000,1
31000,5.0,23.59,1364,67.06,170.0,550000,0
47000,5.0,18.5,1197,85.8,114.0,190000,1
5000,5.0,20.3,1086,68.0,99.0,499000,1
44000,7.0,15.37,1196,73.0,101.0,358000,1
120000,5.0,23.59,1364,67.1,170.0,278000,0
39395,5.0,21.2,1248,75.0,197.0,320000,0
67000,5.0,20.4,1461,108.5,240.0,580000,0
20000,5.0,17.4,1497,117.6,145.0,1300000,1
40000,5.0,25.8,1498,98.6,200.0,825000,0
120000,5.0,13.4,1794,125.0,157.89,170000,1
80000,7.0,12.55,2982,168.5,343.0,1700000,0
7000,5.0,20.3,1086,68.0,99.0,490000,1
15000,7.0,16.0,2179,140.0,330.0,1050000,0
50000,5.0,18.6,1199,76.8,106.5,210000,1
30000,7.0,15.4,2179,120.0,280.0,1250000,0
120000,5.0,22.9,1248,74.0,190.0,320000,0
64000,5.0,16.52,1991,123.7,305.0,400000,0
120000,5.0,23.2,1248,73.94,190.0,320000,0
85000,5.0,21.43,1364,87.2,205.0,600000,0
50000,5.0,20.92,998,67.1,90.0,275000,1
59000,5.0,19.7,796,46.3,62.0,170000,1
98000,5.0,25.44,936,57.6,150.0,155000,0
140000,5.0,20.45,1461,83.8,200.0,620000,0
50000,5.0,18.9,1197,81.86,113.75,530000,1
40000,5.0,23.59,1364,67.04,170.0,550000,0
90000,5.0,26.0,1498,98.6,200.0,600000,0
117000,7.0,15.1,2179,140.0,330.0,649000,0
90000,5.0,26.0,1498,98.6,200.0,625000,0
70000,5.0,16.0,995,63.0,90.3,125000,1
230000,9.0,13.58,2499,72.4,171.0,305000,0
155000,5.0,15.5,1586,103.3,145.0,285000,1
60000,5.0,13.49,2179,138.03,320.0,600000,0
110000,6.0,18.15,1198,82.0,115.0,426000,1
120000,5.0,17.0,1405,71.0,135.0,180000,0
100000,5.0,22.32,1582,126.32,259.8,400000,0
40000,5.0,18.6,1199,79.4,108.0,120000,1
110000,5.0,21.12,1248,88.8,200.0,300000,0
92500,5.0,20.92,998,67.1,90.0,190000,1
20000,5.0,24.7,796,47.3,69.0,310000,1
15000,5.0,25.17,799,53.3,72.0,380000,1
14000,7.0,16.5,1493,70.0,195.0,740000,0
35000,5.0,22.7,799,53.64,72.0,260000,1
32000,5.0,23.95,998,67.05,90.0,320000,1
35000,5.0,22.0,1197,81.8,113.0,650000,1
32500,5.0,28.4,1248,74.02,190.0,651000,0
14000,5.0,23.95,998,67.05,90.0,380000,1
70000,5.0,25.44,936,56.3,142.5,160000,0
20000,5.0,17.0,1591,121.3,151.0,1270000,1
100000,5.0,25.2,1248,74.0,190.0,405000,0
64800,7.0,15.1,2179,140.0,330.0,850000,0
90000,7.0,16.5,1493,70.0,195.0,680000,0
80000,5.0,19.1,1197,82.0,114.0,426999,1
248000,5.0,24.8,1396,88.7,219.7,525000,0
60000,7.0,12.99,2494,100.6,200.0,1019999,0
120000,8.0,12.8,2494,102.0,200.06,245000,0
120000,5.0,22.7,1582,126.2,259.88,869999,0
86000,5.0,24.3,1248,88.5,200.0,700000,0
90000,5.0,21.64,1461,84.8,200.0,300000,0
218463,5.0,12.9,1799,130.0,172.0,175000,1
153000,8.0,12.8,2494,102.0,200.06,960000,0
70000,6.0,16.55,2498,105.0,247.0,525000,0
60000,5.0,24.0,1120,70.0,160.0,345000,0
50000,5.0,18.0,1198,86.7,109.0,390000,1
20000,5.0,20.63,1198,67.0,104.0,275000,1
35000,5.0,18.2,1199,82.4,108.5,310000,1
20000,5.0,18.9,1197,81.86,113.75,500000,1
70000,5.0,22.1,1248,76.9,205.0,200000,0
53000,5.0,20.14,1498,88.0,230.0,650000,0
60000,5.0,25.6,1498,97.9,200.0,1031000,0
70000,5.0,20.3,998,68.05,94.14,330000,1
4000,5.0,20.3,1086,68.0,99.0,399000,1
103000,5.0,20.36,1197,78.9,111.7,250000,1
20000,5.0,24.0,1186,73.97,190.24,600000,0
77000,5.0,22.9,1248,74.0,190.0,375000,0
90000,5.0,20.54,1598,103.6,250.0,375000,0
87185,5.0,22.32,1582,126.3,259.9,445000,0
167000,5.0,18.9,998,67.1,90.0,55000,1
77000,5.0,22.54,1396,88.73,219.7,611000,0
110000,5.0,24.8,1396,88.7,219.7,459999,0
120000,5.0,17.8,1399,68.0,159.85,275000,0
100000,5.0,22.32,1582,126.32,259.8,390000,0
40000,5.0,18.0,995,62.0,90.3,72000,1
50000,5.0,17.88,1396,52.8,85.0,90000,0
125000,5.0,23.59,1364,67.05,170.0,500000,0
18000,7.0,15.1,2179,152.87,360.0,1575000,0
30000,5.0,18.9,1197,82.0,114.0,511000,1
55000,5.0,14.6,1368,88.7,115.0,150000,1
40000,8.0,10.75,2694,163.7,245.0,1500000,1
80000,5.0,22.74,796,47.3,69.0,185000,1
30000,5.0,21.4,1197,83.1,115.0,550000,1
3564,5.0,23.95,998,67.05,90.0,325000,1
80000,5.0,26.59,1248,74.0,190.0,525000,0
13000,7.0,17.0,2200,139.01,321.0,1050000,0
120000,5.0,25.0,1396,69.0,140.0,300000,0
90000,5.0,18.6,1199,79.4,108.0,120000,1
9000,5.0,13.6,1999,177.0,430.0,2625000,0
45000,5.0,19.33,1999,177.0,430.0,3200000,0
110000,7.0,14.1,2179,147.94,320.0,503000,0
20000,5.0,18.0,1969,190.0,400.0,3800000,0
68089,5.0,19.16,2494,157.7,213.0,2000000,1
58343,5.0,21.79,998,67.05,90.0,225000,1
38817,5.0,27.39,1248,74.0,190.0,740000,0
56494,5.0,18.2,1199,88.7,110.0,550000,1
79328,7.0,12.99,2494,100.6,200.0,750000,0
5621,5.0,22.0,1197,81.8,113.0,650000,1
25538,5.0,16.78,1496,88.73,132.0,625000,1
69779,5.0,22.0,1197,81.8,113.0,600000,1
56290,5.0,24.0,1186,73.97,190.24,450000,0
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
50000,5.0,17.92,1086,62.1,96.1,170000,1
42000,5.0,23.03,1396,69.0,140.0,320000,0
17000,5.0,23.1,998,67.04,90.0,350000,1
40000,5.0,22.0,1197,81.8,113.0,500000,1
137000,5.0,17.0,1405,70.0,132.39,135000,0
20000,5.0,25.17,799,53.3,72.0,340000,1
70000,5.0,18.9,1197,81.86,113.75,330000,1
48756,5.0,15.5,1586,103.3,145.0,350000,1
30000,7.0,12.55,2982,168.5,360.0,1850000,0
110000,5.0,24.4,1120,71.0,180.4,400000,0
80322,5.0,17.8,1399,67.0,160.0,325000,0
35000,7.0,15.4,1997,120.0,280.0,1000000,0
110000,7.0,15.4,2523,75.0,200.0,850000,0
70000,5.0,21.5,1248,88.8,200.0,350000,0
9000,5.0,13.6,1999,177.0,430.0,2625000,0
45000,5.0,19.33,1999,177.0,430.0,3200000,0
110000,7.0,14.1,2179,147.94,320.0,503000,0
20000,5.0,18.0,1969,190.0,400.0,3800000,0
68089,5.0,19.16,2494,157.7,213.0,2000000,1
58343,5.0,21.79,998,67.05,90.0,225000,1
38817,5.0,27.39,1248,74.0,190.0,740000,0
56494,5.0,18.2,1199,88.7,110.0,550000,1
79328,7.0,12.99,2494,100.6,200.0,750000,0
5621,5.0,22.0,1197,81.8,113.0,650000,1
25538,5.0,16.78,1496,88.73,132.0,625000,1
69779,5.0,22.0,1197,81.8,113.0,600000,1
56290,5.0,24.0,1186,73.97,190.24,450000,0
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
120000,7.0,24.5,1498,98.6,200.0,550000,0
60000,7.0,14.0,2179,138.1,320.0,925000,0
97000,8.0,11.79,2179,120.0,290.0,509999,0
100000,8.0,13.0,2489,95.0,220.0,250000,0
36000,5.0,17.19,1197,81.86,114.73,500000,1
27000,5.0,21.38,1396,88.7,219.7,1050000,0
50000,5.0,23.4,1248,74.0,190.0,490000,0
15000,5.0,15.37,1196,73.0,101.0,415000,1
60000,5.0,22.74,796,47.3,69.0,190000,1
120000,5.0,28.4,1248,74.02,190.0,680000,0
60000,5.0,22.74,796,47.3,69.0,190000,1
173000,7.0,12.05,2179,120.0,290.0,479000,0
60000,5.0,22.74,796,47.3,69.0,270000,1
70000,5.0,19.81,1086,68.05,99.04,170000,1
25000,5.0,20.73,1373,91.1,130.0,764000,1
30000,7.0,15.96,2523,62.1,195.0,710000,0
35000,5.0,24.7,796,47.3,69.0,310000,1
100000,7.0,16.5,1493,70.0,195.0,620000,0
31000,5.0,21.1,814,55.2,74.5,280000,1
80000,7.0,12.55,2982,168.5,360.0,1500000,0
40000,5.0,18.9,1197,82.0,114.0,450000,1
10000,5.0,17.9,2143,136.0,300.0,2199000,0
50000,5.0,11.74,2987,254.8,619.0,3600000,0
60000,5.0,15.3,1596,99.6,146.0,285000,1
210000,8.0,12.8,2494,102.0,200.06,465000,0
60000,5.0,16.07,1995,181.0,380.0,1100000,0
110000,5.0,20.54,1598,103.6,250.0,350000,0
35000,7.0,17.5,1373,91.1,130.0,600000,1
35000,5.0,21.4,1197,83.1,115.0,570000,1
20000,5.0,23.95,998,67.05,90.0,325000,1
54000,7.0,16.0,1997,140.0,320.0,975000,0
60000,5.0,18.6,1197,81.83,114.7,480000,1
10300,5.0,22.74,796,47.3,69.0,185000,1
50000,5.0,17.01,1582,126.2,259.9,1050000,0
3000,5.0,21.01,1197,81.8,113.0,760000,1
5000,5.0,18.78,999,75.0,95.0,570000,1
13000,5.0,21.4,1197,83.1,115.0,700000,1
30000,5.0,15.63,1499,110.4,140.0,775000,1
60000,5.0,14.49,2993,258.0,560.0,750000,0
100000,5.0,18.0,995,62.0,90.3,140000,1
40000,5.0,22.74,796,47.3,69.0,220000,1
50000,5.0,18.6,1197,81.83,114.7,440000,1
80000,5.0,21.19,1396,88.73,220.0,650000,0
50000,7.0,18.49,1493,100.0,230.0,660000,0
125000,5.0,21.43,1364,87.2,205.0,415000,0
110000,5.0,19.81,1086,68.05,99.04,225000,1
30000,7.0,20.77,1248,88.76,200.0,600000,0
148000,7.0,20.77,1248,88.8,200.0,620000,0
35000,7.0,18.49,1493,100.0,240.0,750000,0
80000,5.0,18.9,1197,82.0,114.0,400000,1
110000,5.0,18.9,998,67.1,90.0,110000,1
95000,5.0,19.4,1405,70.0,135.4,119000,0
25000,5.0,25.8,1498,98.6,200.0,600000,0
60000,5.0,23.0,1248,88.7,200.0,280000,0
100000,5.0,15.0,1598,105.0,153.0,375000,1
50000,7.0,19.44,1198,67.0,104.0,350000,1
31000,5.0,25.4,1186,73.97,190.25,620000,0
120000,5.0,26.59,1248,74.0,190.0,570000,0
105000,5.0,19.3,1248,73.9,190.0,290000,0
120000,7.0,24.52,1248,88.5,200.0,711000,0
60000,5.0,22.9,1248,74.0,190.0,370000,0
15000,5.0,23.26,1197,88.5,113.0,550000,1
150000,5.0,18.6,1197,85.8,114.0,325000,1
93000,5.0,27.4,1498,98.63,200.0,670000,0
42000,5.0,19.81,1086,68.05,99.04,385000,1
80000,5.0,17.92,1086,62.1,96.1,114999,1
90000,5.0,17.92,1086,62.1,96.1,200000,1
6500,5.0,24.3,1248,88.5,200.0,860000,0
60000,5.0,27.39,1248,74.0,190.0,600000,0
110000,5.0,23.95,998,67.05,90.0,265000,1
60000,5.0,25.1,1248,88.5,200.0,900000,0
170000,7.0,20.77,1248,88.76,200.0,650000,0
220000,4.0,16.1,796,37.0,59.0,70000,1
80000,5.0,22.74,796,47.3,69.0,180000,1
57000,5.0,21.1,814,55.2,74.5,200000,1
100000,5.0,19.81,1086,68.05,99.04,300000,1
40000,5.0,17.01,1591,121.3,154.9,650000,1
40000,5.0,22.74,796,47.3,69.0,267000,1
90000,5.0,18.9,1197,82.0,114.0,400000,1
86000,8.0,14.0,2498,112.0,260.0,310000,0
15000,4.0,26.0,624,35.0,48.0,70000,1
70000,7.0,15.96,2523,62.1,195.0,675000,0
120000,5.0,14.09,1596,99.6,146.0,350000,1
80000,5.0,23.95,998,67.05,90.0,240000,1
80000,5.0,19.09,1405,69.01,135.0,185000,0
50000,5.0,21.1,814,55.2,74.5,250000,1
100000,5.0,19.7,796,46.3,62.0,135000,1
80000,5.0,22.32,1582,126.32,259.8,500000,0
108957,7.0,13.93,2179,138.0,320.0,300000,0
68000,5.0,23.84,1199,84.0,114.0,328000,1
65000,7.0,15.96,2523,62.1,195.0,509999,0
110000,8.0,14.02,2179,118.3,280.0,575000,0
50000,8.0,12.2,2498,112.0,260.0,700000,0
100000,5.0,18.9,1061,67.0,84.0,105000,1
80000,4.0,16.1,796,37.0,59.0,60000,1
80000,5.0,19.7,796,46.3,62.0,112999,1
120000,5.0,19.1,1405,70.0,135.4,229999,0
150000,5.0,20.0,1399,68.0,160.0,325000,0
20000,5.0,18.6,1197,81.83,114.7,650000,1
80000,5.0,17.0,1405,70.0,132.39,85000,0
93000,7.0,24.5,1498,98.6,200.0,570000,0
134000,5.0,25.2,1248,74.0,190.0,525000,0
90000,5.0,18.5,1197,82.85,113.7,350000,1
60000,5.0,16.6,1197,85.0,113.0,250000,1
120000,8.0,14.0,2489,95.0,220.0,300000,0
30000,5.0,17.1,1956,170.0,350.0,1325000,0
22200,5.0,22.54,1396,88.73,219.7,650000,0
6000,5.0,18.9,1197,81.86,113.75,520000,1
32000,5.0,20.4,1197,81.8,113.0,500000,1
90000,5.0,25.17,799,53.3,72.0,220000,1
78000,5.0,28.09,1248,88.5,200.0,650000,0
12000,5.0,17.5,1199,88.7,110.0,819999,1
120000,5.0,19.87,1461,83.8,200.0,645000,0
40000,7.0,24.52,1248,88.5,200.0,780000,0
110000,5.0,17.7,1497,78.0,124.54,215000,1
260000,7.0,12.8,2494,102.0,200.06,600000,0
