brand,year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,selling_price
Mercedes-Benz,2005,120005,Diesel,Automatic,Individual,Second Owner,5.0,11.0,2987,198.5,456.01,800000
Maruti,2012,16830,Petrol,Manual,Individual,First Owner,5.0,20.2,998,67.1,90.0,260000
Mahindra,2013,70000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,500000
Renault,2017,38000,Petrol,Manual,Individual,First Owner,5.0,23.01,999,67.0,91.0,325000
Mahindra,2013,80000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,400000
Toyota,2018,50000,Diesel,Manual,Individual,First Owner,7.0,14.24,2755,174.5,420.0,3200000
Tata,2007,50000,Diesel,Manual,Individual,First Owner,5.0,17.88,1396,52.8,85.0,200000
Mahindra,2013,52000,Diesel,Manual,Individual,First Owner,7.0,17.21,1493,100.0,240.0,450000
Tata,2012,50000,Diesel,Manual,Individual,First Owner,5.0,17.0,1405,70.0,132.39,229999
Hyundai,2016,30000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,340000
Mahindra,2014,103000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,550000
Ford,2011,93468,Diesel,Automatic,Individual,Second Owner,7.0,11.4,2953,153.86,380.0,975000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Volkswagen,2010,80000,Petrol,Manual,Individual,Second Owner,5.0,14.0,1595,102.0,147.1,225000
Ford,2018,12000,Diesel,Automatic,Individual,First Owner,7.0,10.91,3198,197.0,470.0,3250000
Tata,2013,70000,Diesel,Manual,Individual,First Owner,5.0,25.0,1396,69.0,140.0,280000
Honda,2019,4500,Petrol,Manual,Individual,First Owner,5.0,19.5,1199,88.76,110.0,700000
Tata,2012,35000,Diesel,Manual,Individual,First Owner,5.0,23.03,1396,69.0,140.0,259000
Toyota,2018,60000,Diesel,Automatic,Individual,First Owner,7.0,15.04,2755,174.5,450.0,3200000
Mahindra,2018,30000,Diesel,Manual,Individual,First Owner,7.0,16.0,1997,140.0,320.0,1400000
Ford,2015,40000,Petrol,Automatic,Individual,First Owner,5.0,17.01,1499,110.4,136.0,416000
Tata,2011,70000,Diesel,Manual,Individual,First Owner,5.0,19.0,1248,90.0,200.0,250000
Tata,2010,120000,Diesel,Manual,Individual,First Owner,5.0,21.12,1248,88.8,200.0,210000
Mahindra,2008,120000,Diesel,Manual,Individual,Second Owner,8.0,12.05,2179,120.0,290.0,290000
Tata,2012,90000,Diesel,Manual,Individual,First Owner,5.0,23.03,1396,69.0,140.0,220000
Tata,2012,35000,Diesel,Manual,Individual,Second Owner,5.0,23.03,1396,69.0,140.0,246000
Maruti,2018,30000,Petrol,Manual,Individual,First Owner,8.0,16.8,796,34.2,59.0,260000
Hyundai,2018,70000,Diesel,Manual,Individual,First Owner,5.0,21.38,1396,88.7,219.7,1050000
Tata,2012,60000,Diesel,Manual,Individual,First Owner,5.0,21.02,1248,88.76,200.0,290000
Tata,2013,70000,Diesel,Manual,Individual,First Owner,5.0,25.0,1396,69.0,140.0,310000
Hyundai,2018,6000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,700000
Maruti,2016,20000,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,550000
Tata,2017,70000,Diesel,Manual,Individual,First Owner,5.0,19.09,1405,69.01,135.0,450000
Honda,2016,65000,Petrol,Manual,Individual,First Owner,5.0,17.8,1497,117.3,145.0,773000
Tata,2017,25000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,450000
Maruti,2019,10000,Petrol,Manual,Individual,First Owner,5.0,15.37,1196,73.0,101.0,409999
Maruti,2003,35000,Petrol,Manual,Individual,Fourth & Above Owner,4.0,16.1,796,37.0,59.0,45000
Nissan,2014,80000,Petrol,Automatic,Individual,Second Owner,5.0,11.07,2496,179.5,228.0,600000
Chevrolet,2010,63000,Petrol,Manual,Individual,First Owner,5.0,18.6,1199,79.4,108.0,250000
Tata,2008,100000,Diesel,Manual,Individual,First Owner,5.0,16.8,1405,62.0,122.58,70000
Honda,2019,1303,Petrol,Manual,Dealer,First Owner,5.0,17.8,1198,86.7,109.0,690000
Audi,2018,31800,Diesel,Automatic,Dealer,First Owner,5.0,17.01,1968,188.0,400.0,3975000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Jeep,2017,17000,Petrol,Automatic,Individual,First Owner,5.0,9.5,3604,280.0,347.0,4100000
Toyota,2018,4295,Petrol,Manual,Trustmark Dealer,First Owner,5.0,17.1,1496,105.5,140.0,1000000
Toyota,2018,5229,Petrol,Manual,Trustmark Dealer,First Owner,5.0,17.1,1496,105.5,140.0,1000000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2018,23712,Diesel,Manual,Trustmark Dealer,First Owner,5.0,28.09,1248,88.5,200.0,925000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Maruti,2018,16589,Petrol,Manual,Trustmark Dealer,First Owner,5.0,20.51,998,67.04,90.0,430000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Honda,2016,53201,Petrol,Manual,Trustmark Dealer,Second Owner,5.0,17.8,1497,117.3,145.0,675000
Maruti,2017,25272,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.01,1197,81.8,113.0,570000
Maruti,2017,53619,Diesel,Manual,Trustmark Dealer,First Owner,5.0,24.3,1248,88.5,200.0,850000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Ford,2018,6001,Petrol,Manual,Dealer,First Owner,5.0,15.9,1496,120.69,149.0,640000
Tata,2013,80000,Diesel,Manual,Individual,First Owner,5.0,19.09,1405,69.01,135.0,250000
Renault,2018,12000,Diesel,Manual,Individual,First Owner,5.0,19.6,1461,108.45,245.0,1250000
Ford,2017,25000,Petrol,Manual,Individual,First Owner,5.0,17.0,1497,121.31,150.0,889000
Hyundai,2017,40000,Diesel,Manual,Individual,Second Owner,5.0,22.54,1396,88.73,219.7,750000
Maruti,2010,130000,Diesel,Manual,Individual,Third Owner,5.0,17.8,1248,75.0,190.0,320000
Skoda,2011,202000,Diesel,Manual,Individual,First Owner,5.0,17.67,1968,138.08,320.0,600000
Maruti,2018,40000,Diesel,Manual,Individual,First Owner,5.0,28.09,1248,88.5,200.0,1000000
Maruti,2000,70000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.3,993,60.0,78.0,110000
Honda,2008,120000,Petrol,Manual,Individual,Second Owner,5.0,17.7,1497,78.0,124.54,250000
Maruti,2015,60000,Diesel,Manual,Individual,First Owner,5.0,26.59,1248,74.0,190.0,600000
Maruti,2009,60000,Petrol,Manual,Individual,First Owner,5.0,19.0,998,67.1,90.0,165000
Maruti,2004,60000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,118000
Maruti,2016,78000,Diesel,Manual,Individual,First Owner,5.0,27.39,1248,74.0,190.0,700000
Renault,2013,80000,Diesel,Manual,Individual,Second Owner,5.0,20.46,1461,83.8,200.0,585000
Maruti,2006,120000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,19.7,796,46.3,62.0,120000
Maruti,2003,90000,Petrol,Manual,Individual,Fourth & Above Owner,4.0,16.1,796,37.0,59.0,65000
Maruti,2006,100000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,150000
Maruti,2009,70000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,19.7,796,46.3,62.0,150000
Hyundai,2004,160000,Diesel,Manual,Individual,Third Owner,5.0,13.1,1493,82.0,187.0,170000
Mahindra,2006,120000,Diesel,Manual,Individual,Third Owner,8.0,10.5,2179,120.0,290.0,250000
Hyundai,2005,100000,Diesel,Manual,Individual,Third Owner,5.0,13.1,1493,82.0,187.0,100000
Maruti,2013,60000,Diesel,Manual,Individual,Second Owner,7.0,20.77,1248,88.76,200.0,599000
Chevrolet,2010,135000,Diesel,Manual,Individual,Third Owner,5.0,18.3,1991,147.9,327.0,250000
Maruti,2016,90000,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,570000
Volkswagen,2013,75000,Diesel,Manual,Individual,Second Owner,5.0,22.07,1199,73.9,180.0,440000
Toyota,2005,185000,Diesel,Manual,Individual,Second Owner,7.0,11.4,2494,100.6,200.0,300000
Nissan,2015,71717,Petrol,Automatic,Individual,Second Owner,5.0,19.34,1198,76.0,104.0,300000
Mahindra,2011,150000,Diesel,Automatic,Individual,Second Owner,8.0,11.79,2179,120.0,290.0,500000
Maruti,2016,55000,Diesel,Manual,Individual,First Owner,5.0,26.59,1248,74.0,190.0,660000
Ford,2012,90000,Petrol,Manual,Individual,Second Owner,5.0,15.3,1596,99.6,146.0,256000
Renault,2018,35000,Petrol,Manual,Individual,First Owner,5.0,23.01,999,67.0,91.0,409999
Toyota,2015,120000,Diesel,Manual,Individual,Second Owner,7.0,12.55,2982,168.5,343.0,1888000
Honda,2009,40000,Petrol,Automatic,Individual,Third Owner,5.0,12.9,1799,130.0,172.0,280000
Mahindra,2010,100000,Diesel,Manual,Individual,First Owner,8.0,13.0,2489,95.0,220.0,300000
Tata,2016,120000,Diesel,Manual,Individual,First Owner,5.0,14.1,2179,147.94,320.0,900000
Maruti,2014,60000,Petrol,Manual,Individual,First Owner,5.0,19.0,998,67.1,90.0,190000
Mahindra,2019,2000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,800000
Mahindra,2012,100000,Diesel,Manual,Individual,First Owner,8.0,14.0,2523,75.0,200.0,450000
Mahindra,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.95,2489,93.7,218.0,400000
Tata,2009,90000,Diesel,Manual,Individual,Second Owner,7.0,13.93,2179,138.1,320.0,150000
Tata,2011,84321,Diesel,Manual,Individual,First Owner,5.0,23.57,1396,70.0,140.0,200000
Mahindra,2013,177000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,140.0,330.0,600000
Tata,2010,60000,Diesel,Manual,Individual,First Owner,5.0,18.0,1248,75.0,190.0,175000
Tata,2008,205000,Diesel,Manual,Individual,Second Owner,5.0,19.09,1396,69.0,135.0,99000
Hyundai,2008,70000,Petrol,Manual,Individual,Second Owner,5.0,20.36,1197,78.9,111.8,215000
Renault,2013,126000,Diesel,Manual,Individual,Second Owner,5.0,19.01,1461,108.45,248.0,520000
Ford,2016,120000,Diesel,Automatic,Individual,Second Owner,7.0,10.91,3198,197.0,470.0,2280000
Tata,2015,70000,Diesel,Manual,Individual,First Owner,5.0,19.1,1405,70.0,135.4,285000
Mahindra,2017,82000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,660000
Maruti,2004,110000,Petrol,Manual,Individual,Third Owner,4.0,16.1,796,37.0,59.0,31504
Maruti,2015,45000,Petrol,Manual,Individual,Second Owner,5.0,20.85,1197,83.14,115.0,515000
Nissan,2012,70000,Diesel,Manual,Individual,Second Owner,5.0,21.64,1461,84.8,200.0,295000
Nissan,2015,80000,Diesel,Manual,Individual,Second Owner,5.0,20.45,1461,83.8,200.0,700000
Mahindra,2017,45000,Diesel,Manual,Individual,First Owner,7.0,15.4,2179,120.0,280.0,1100000
Hyundai,2017,60000,Petrol,Manual,Individual,First Owner,5.0,20.3,998,68.05,94.14,300000
Maruti,2013,41800,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,85.8,114.0,450000
Maruti,2017,50000,Diesel,Manual,Individual,Second Owner,5.0,28.4,1248,74.02,190.0,700000
Ford,2012,40000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.0,160.0,250000
Maruti,2009,96000,Petrol,Manual,Individual,Second Owner,5.0,18.9,1061,67.0,84.0,140000
Mahindra,2012,117000,Diesel,Manual,Individual,First Owner,8.0,14.0,2498,112.0,260.0,250000
Hyundai,2011,110000,Petrol,Manual,Individual,Second Owner,5.0,19.81,1086,68.05,99.04,210000
Honda,2014,100000,Diesel,Manual,Individual,Second Owner,5.0,25.8,1498,98.6,200.0,420000
Maruti,2007,88700,Petrol,Manual,Individual,Third Owner,5.0,19.7,796,46.3,62.0,130000
Nissan,2012,70000,Petrol,Manual,Individual,Second Owner,5.0,16.95,1498,97.7,134.0,320000
Maruti,2010,110000,Petrol,Manual,Individual,Second Owner,5.0,17.3,1061,64.0,84.34,200000
Maruti,2016,15000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,310000
Mahindra,2012,80000,Diesel,Manual,Individual,Second Owner,5.0,20.8,1461,65.0,160.0,200000
Maruti,2014,50000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,85.8,114.0,350000
Hyundai,2018,15000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,444000
Datsun,2017,25000,Petrol,Manual,Individual,First Owner,5.0,22.7,799,53.64,72.0,300000
Mahindra,2011,57000,Diesel,Manual,Individual,Second Owner,5.0,21.0,1461,64.1,160.0,225000
Mahindra,2012,75000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,600000
Maruti,2013,26000,Petrol,Manual,Individual,First Owner,5.0,15.37,1196,73.0,101.0,260000
Hyundai,2015,160000,Diesel,Manual,Individual,First Owner,5.0,24.4,1120,71.01,180.4,375000
Maruti,2013,26000,Petrol,Manual,Individual,First Owner,5.0,15.37,1196,73.0,101.0,260000
Maruti,2010,120000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,150000
Maruti,2014,50000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,110000
Maruti,2012,40000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,225000
Honda,2017,28000,Petrol,Manual,Individual,First Owner,5.0,17.8,1497,117.3,145.0,860000
Maruti,2018,50000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,650000
Maruti,2014,90000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.8,200.0,650000
Hyundai,2016,40000,Diesel,Manual,Individual,First Owner,5.0,24.8,1396,88.7,219.7,710000
Ford,2017,113000,Diesel,Manual,Individual,First Owner,5.0,25.83,1498,99.0,215.0,430000
Maruti,2011,188000,Diesel,Manual,Individual,Second Owner,5.0,17.8,1248,75.0,190.0,305000
Ford,2011,100000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.0,160.0,220000
Tata,2010,225000,Diesel,Manual,Individual,Third Owner,9.0,14.0,1948,90.0,190.0,150000
Mahindra,2017,67000,Diesel,Manual,Individual,Second Owner,7.0,18.49,1493,100.0,240.0,660000
Chevrolet,2011,70000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,25.44,936,57.6,150.0,140000
Toyota,2015,50000,Petrol,Manual,Individual,First Owner,5.0,14.28,1798,138.03,173.0,1100000
Jaguar,2013,60000,Diesel,Automatic,Individual,First Owner,5.0,16.36,2179,187.7,450.0,2450000
Volkswagen,2017,34000,Diesel,Automatic,Individual,First Owner,5.0,22.0,1498,108.495,250.0,625000
Honda,2004,110000,Petrol,Manual,Individual,Third Owner,5.0,12.8,1493,100.0,128.47,198000
Maruti,2005,140000,Petrol,Manual,Individual,Second Owner,5.0,18.9,998,67.1,90.0,130000
Honda,2012,100000,Petrol,Manual,Individual,Second Owner,5.0,16.8,1497,116.3,146.0,540000
Hyundai,2017,10000,Petrol,Automatic,Individual,First Owner,5.0,18.9,1197,81.86,113.75,550000
Maruti,2018,30000,Petrol,Manual,Individual,First Owner,5.0,21.63,998,67.04,90.0,475000
Audi,2017,22000,Diesel,Automatic,Dealer,First Owner,5.0,15.73,1968,174.33,380.0,2825000
Honda,2020,5500,Diesel,Manual,Dealer,First Owner,5.0,26.8,1597,118.0,300.0,2125000
BMW,2018,18000,Diesel,Automatic,Dealer,First Owner,5.0,19.62,1998,190.0,400.0,3350000
Toyota,2018,20000,Diesel,Automatic,Dealer,First Owner,8.0,11.36,2755,171.5,360.0,1800000
Hyundai,2018,7000,Petrol,Manual,Dealer,First Owner,5.0,20.3,1086,68.0,99.0,540000
Force,2018,20000,Diesel,Manual,Dealer,First Owner,5.0,17.0,2596,80.8,230.0,910000
Maruti,2019,4875,Petrol,Manual,Dealer,First Owner,5.0,21.63,998,67.04,90.0,484999
Hyundai,2020,2700,Diesel,Automatic,Dealer,First Owner,5.0,17.01,1582,126.2,259.9,1950000
Maruti,2018,58511,Diesel,Manual,Dealer,First Owner,5.0,24.3,1248,88.5,200.0,950000
Ford,2015,105000,Diesel,Manual,Dealer,First Owner,5.0,25.83,1498,99.0,215.0,365000
Mahindra,2018,26235,Diesel,Manual,Dealer,First Owner,6.0,16.55,2498,105.0,247.0,900000
Tata,2017,26766,Diesel,Manual,Dealer,First Owner,5.0,21.5,1497,108.5,260.0,919999
MG,2020,1600,Petrol,Automatic,Dealer,First Owner,5.0,13.96,1451,141.0,250.0,1900000
Mercedes-Benz,2018,46000,Diesel,Manual,Dealer,First Owner,5.0,15.8,2148,170.0,411.88,2950000
Mahindra,2019,23000,Diesel,Manual,Dealer,First Owner,7.0,17.3,1497,121.0,300.0,1075000
Maruti,2017,24522,Petrol,Manual,Dealer,First Owner,5.0,20.4,1197,81.8,113.0,600000
BMW,2017,13663,Diesel,Automatic,Dealer,First Owner,5.0,22.69,1995,190.0,400.0,3200000
Skoda,2019,11000,Diesel,Automatic,Dealer,First Owner,5.0,19.3,1968,141.0,320.0,2600000
Maruti,2016,63000,Diesel,Manual,Dealer,First Owner,5.0,24.3,1248,88.5,200.0,839000
Volkswagen,2019,2000,Petrol,Manual,Dealer,First Owner,5.0,16.2,1199,74.0,110.0,635000
Mahindra,2014,300000,Diesel,Manual,Individual,Third Owner,8.0,12.05,2179,120.0,290.0,550000
Mahindra,2011,190000,Diesel,Manual,Individual,Third Owner,5.0,19.2,1461,65.0,156.91,180000
Honda,2015,80000,Diesel,Manual,Individual,First Owner,5.0,26.0,1498,98.6,200.0,650000
Honda,2011,80000,Petrol,Manual,Individual,Second Owner,5.0,16.0,1198,90.0,110.0,350000
Maruti,2015,54000,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,265000
Renault,2018,30000,Petrol,Manual,Individual,First Owner,5.0,23.01,999,67.0,91.0,330000
Maruti,2019,5000,Petrol,Manual,Individual,First Owner,7.0,15.37,1196,73.0,101.0,395000
Mahindra,2015,58945,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,700000
Ford,2012,90000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.0,160.0,300000
Maruti,2013,160000,Diesel,Manual,Individual,Third Owner,7.0,20.77,1248,88.76,200.0,625000
Volkswagen,2014,80000,Diesel,Manual,Individual,Second Owner,5.0,15.11,1598,103.6,250.0,425000
Maruti,2004,50000,Petrol,Manual,Individual,Third Owner,4.0,16.1,796,37.0,59.0,55000
Tata,2015,80000,Diesel,Manual,Individual,Second Owner,5.0,19.09,1405,69.01,135.0,250000
Mahindra,2015,156975,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,62.1,195.0,459999
Toyota,2017,5000,Diesel,Manual,Individual,First Owner,5.0,21.43,1364,86.79,205.0,1594000
Chevrolet,2014,50000,Petrol,Manual,Individual,First Owner,5.0,18.2,1199,82.4,108.5,300000
Ford,2018,27620,Diesel,Manual,Dealer,First Owner,5.0,22.77,1498,98.59,205.0,950000
Mahindra,2013,120000,Diesel,Manual,Individual,First Owner,9.0,12.05,2179,120.0,290.0,484999
Mahindra,2009,120000,Diesel,Manual,Individual,Third Owner,8.0,14.0,2498,112.0,260.0,161000
Hyundai,2015,58000,Petrol,Manual,Individual,First Owner,5.0,17.19,1197,81.86,114.73,500000
Nissan,2012,50000,Petrol,Manual,Individual,First Owner,5.0,16.95,1498,97.7,134.0,350000
Maruti,2017,40000,Petrol,Automatic,Individual,First Owner,5.0,20.89,1197,81.8,113.0,550000
Honda,2018,7800,Petrol,Manual,Individual,First Owner,5.0,17.5,1199,88.7,110.0,850000
Maruti,2016,50000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,240000
Ford,2011,68000,Diesel,Manual,Individual,First Owner,7.0,13.1,2499,141.0,330.0,950000
Maruti,2015,60000,Petrol,Manual,Individual,Second Owner,7.0,16.02,1373,93.7,130.0,423000
Tata,2005,74000,Petrol,Manual,Individual,Second Owner,5.0,12.8,1396,85.0,117.68,90000
Tata,2011,58000,Diesel,Manual,Individual,Second Owner,7.0,13.93,2179,138.1,320.0,350000
Maruti,2011,70000,Petrol,Manual,Individual,Third Owner,5.0,19.0,998,66.1,90.0,170000
Ford,2015,70000,Petrol,Manual,Individual,First Owner,5.0,18.16,1196,86.8,112.0,450000
Hyundai,2009,110000,Petrol,Manual,Individual,Second Owner,5.0,20.36,1197,78.9,111.7,150000
Hyundai,2016,80000,Diesel,Manual,Individual,First Owner,5.0,22.54,1396,88.73,219.7,511000
Maruti,2018,59000,Diesel,Manual,Individual,First Owner,7.0,24.2,1498,93.87,225.0,850000
Tata,2018,110000,Diesel,Manual,Individual,First Owner,5.0,25.0,1396,69.0,140.0,250000
Maruti,2020,25000,Petrol,Manual,Individual,First Owner,5.0,21.63,998,67.04,90.0,420000
Maruti,2014,55000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,180000
Maruti,2015,25000,Diesel,Manual,Individual,First Owner,5.0,27.62,793,47.0,125.0,400000
Mahindra,2009,300000,Diesel,Manual,Individual,First Owner,7.0,14.0,2498,112.0,260.0,150000
Ford,2016,143200,Diesel,Manual,Individual,First Owner,5.0,25.83,1498,99.0,215.0,500000
Jeep,2017,60000,Diesel,Manual,Individual,First Owner,5.0,17.1,1956,170.0,350.0,1689999
Nissan,2012,120000,Diesel,Manual,Individual,First Owner,5.0,23.08,1461,63.1,160.0,204999
Maruti,2014,145000,Diesel,Manual,Individual,Second Owner,5.0,26.21,1248,88.5,200.0,459999
Hyundai,2017,30000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,600000
Hyundai,2019,8000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,81.86,113.75,585000
Ford,2012,170000,Diesel,Manual,Individual,First Owner,7.0,13.1,2499,141.0,330.0,551000
Maruti,2013,100000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,525000
Maruti,2012,62000,Petrol,Manual,Individual,First Owner,5.0,14.0,796,35.0,59.82,160000
Mahindra,2014,110000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,140.0,330.0,825000
Chevrolet,2015,80000,Diesel,Manual,Individual,Second Owner,9.0,13.58,2499,72.4,171.0,600000
Maruti,2002,80000,Petrol,Manual,Individual,Second Owner,5.0,17.3,993,60.0,78.0,65000
Maruti,2013,100000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,550000
Mahindra,2015,120000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,650000
Maruti,2019,24000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,750000
Mahindra,2017,80000,Diesel,Manual,Individual,First Owner,6.0,25.32,1198,77.0,190.0,380000
Hyundai,2012,138000,Diesel,Manual,Individual,First Owner,5.0,22.32,1582,126.32,259.8,400000
Maruti,2003,147000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,18.9,998,67.1,90.0,50000
Mahindra,2017,60000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,750000
Chevrolet,2011,80000,Petrol,Manual,Individual,First Owner,5.0,18.0,995,62.0,90.3,150000
Maruti,2016,50000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,245000
Tata,2013,189000,Diesel,Manual,Individual,First Owner,5.0,21.02,1248,88.76,200.0,260000
Volkswagen,2014,90000,Diesel,Automatic,Individual,Second Owner,5.0,21.21,1498,103.2,250.0,411000
Hyundai,2014,56000,Diesel,Manual,Individual,First Owner,5.0,21.9,1396,88.76,219.6,450000
BMW,2012,140000,Diesel,Automatic,Individual,Second Owner,5.0,18.88,1995,184.0,380.0,1300000
Maruti,2016,60000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,351000
Mahindra,2012,130000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,140.0,330.0,550000
BMW,2013,140000,Diesel,Automatic,Individual,Second Owner,5.0,18.88,1995,184.0,380.0,1300000
Tata,2013,189000,Diesel,Manual,Individual,First Owner,5.0,21.02,1248,88.76,200.0,260000
Volkswagen,2014,90000,Diesel,Automatic,Individual,Second Owner,5.0,21.21,1498,103.2,250.0,411000
Hyundai,2014,56000,Diesel,Manual,Individual,First Owner,5.0,21.9,1396,88.76,219.6,450000
BMW,2012,140000,Diesel,Automatic,Individual,Second Owner,5.0,18.88,1995,184.0,380.0,1300000
Maruti,2016,60000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,351000
Mahindra,2012,130000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,140.0,330.0,550000
BMW,2013,140000,Diesel,Automatic,Individual,Second Owner,5.0,18.88,1995,184.0,380.0,1300000
Nissan,2016,35000,Diesel,Manual,Individual,First Owner,5.0,20.45,1461,83.8,200.0,750000
Nissan,2015,35000,Diesel,Manual,Individual,First Owner,5.0,20.45,1461,83.8,200.0,800000
Tata,2011,156000,Diesel,Manual,Individual,First Owner,7.0,11.57,2179,138.1,320.0,350000
Maruti,2013,90000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,200000
Tata,2008,60000,Diesel,Manual,Individual,Third Owner,5.0,17.0,1405,70.0,132.39,150000
Nissan,2016,36000,Diesel,Manual,Individual,First Owner,5.0,19.01,1461,108.5,248.0,800000
Hyundai,2017,20000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,350000
Tata,2011,160000,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.0,320.0,350000
Mahindra,2006,185000,Diesel,Manual,Individual,First Owner,9.0,12.7,2609,116.6,277.53,250000
Tata,2010,110000,Diesel,Manual,Individual,Second Owner,5.0,17.0,1405,71.0,135.0,170000
Renault,2018,10800,Petrol,Manual,Individual,First Owner,5.0,25.17,799,53.3,72.0,395000
Mahindra,2012,120000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,450000
Maruti,2019,15000,Petrol,Manual,Individual,First Owner,5.0,20.89,1197,81.8,113.0,500000
Tata,2012,67500,Diesel,Manual,Individual,First Owner,10.0,12.2,1948,68.0,115.0,200000
Tata,2017,30000,Diesel,Manual,Individual,First Owner,7.0,17.6,2179,153.86,400.0,1200000
Mahindra,2016,50000,Diesel,Manual,Individual,First Owner,6.0,25.32,1198,77.0,190.0,400000
Mahindra,2016,100000,Diesel,Manual,Individual,First Owner,7.0,18.49,1493,100.0,240.0,650000
Mahindra,2016,150000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,550000
Mahindra,2015,110000,Diesel,Manual,Individual,First Owner,7.0,16.0,2179,140.0,330.0,1100000
Maruti,2012,30000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,254999
Maruti,2011,60000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,180000
Mahindra,2010,255000,Diesel,Manual,Individual,Second Owner,8.0,13.0,2489,95.0,220.0,160000
Chevrolet,2008,120000,Diesel,Manual,Individual,Second Owner,5.0,16.52,1991,123.7,305.0,225000
